timestamp,wind_speed,power,wind_direction,ambient_temperature,turbine_status,pitch_angle,relative_wind_direction
2025-01-02 04:00:00,0.03,125.49,233.5,-5.0,1,0.49,-3.5
2025-01-02 05:00:00,9.68,1128.59,222.4,-5.8,1,-0.25,-6.3
2025-01-02 06:00:00,4.34,4.42,232.2,-3.4,1,-0.52,7.2
2025-01-02 07:00:00,1.42,140.11,225.1,-7.3,1,0.28,1.9
2025-01-02 08:00:00,15.79,2890.86,215.7,-3.9,1,6.58,2.7
2025-01-02 09:00:00,2.42,57.88,246.0,-5.1,1,0.29,10.9
2025-01-02 10:00:00,9.99,1458.39,240.2,-2.3,1,-0.49,8.6
2025-01-02 11:00:00,6.21,0.0,235.8,-4.1,1,0.52,-10.9
2025-01-02 12:00:00,7.24,331.85,236.3,0.2,1,0.56,-5.7
2025-01-02 13:00:00,3.26,0.0,216.8,-2.0,1,-0.26,-4.6
2025-01-02 14:00:00,7.73,436.54,237.7,-0.7,1,-0.34,-1.0
2025-01-02 15:00:00,10.33,1552.22,237.6,-0.4,1,0.98,2.7
2025-01-02 16:00:00,6.64,235.38,213.1,2.3,1,0.73,8.5
2025-01-02 17:00:00,13.47,2949.45,237.0,-2.5,1,2.89,1.1
2025-01-02 18:00:00,1.91,28.12,254.3,2.5,1,-0.02,0.7
2025-01-02 19:00:00,12.86,2955.25,211.1,8.1,1,2.2,0.5
2025-01-02 20:00:00,2.44,54.64,218.9,5.4,1,-0.71,1.8
2025-01-02 21:00:00,5.05,0.0,241.9,6.8,1,-0.36,-3.6
2025-01-02 22:00:00,3.37,68.19,228.1,6.4,1,0.48,-1.4
2025-01-02 23:00:00,8.03,586.3,229.8,1.8,1,-0.33,-3.1
2025-01-03 00:00:00,1.49,14.74,239.8,2.5,1,-0.26,3.8
2025-01-03 01:00:00,8.71,792.35,233.8,-1.1,1,-0.18,-1.1
2025-01-03 02:00:00,6.95,212.29,248.1,1.5,1,0.1,-3.3
2025-01-03 03:00:00,9.41,1162.71,259.5,-2.6,1,0.52,-4.9
2025-01-03 04:00:00,1.79,71.87,242.3,-1.6,1,0.01,7.5
2025-01-03 05:00:00,5.14,0.0,239.3,-5.3,1,0.85,2.5
2025-01-03 06:00:00,3.84,0.0,234.0,-4.0,1,0.3,-1.6
2025-01-03 07:00:00,8.18,589.17,186.7,-7.8,1,0.02,11.3
2025-01-03 08:00:00,5.0,187.93,223.9,-5.3,1,-0.11,3.3
2025-01-03 09:00:00,11.68,2701.47,233.5,-5.1,1,-0.18,4.5
2025-01-03 10:00:00,3.62,32.86,248.4,-0.3,1,0.35,-2.7
2025-01-03 11:00:00,11.64,2763.61,220.7,-2.4,1,0.2,0.5
2025-01-03 12:00:00,11.46,2541.7,246.4,-0.7,1,-0.15,5.9
2025-01-03 13:00:00,6.4,163.49,242.5,1.5,2,0.26,-7.8
2025-01-03 14:00:00,14.36,3000.6,277.6,0.5,1,4.64,-1.4
2025-01-03 15:00:00,4.33,13.63,258.9,3.3,1,0.11,3.9
2025-01-03 16:00:00,2.43,0.0,235.5,3.2,1,0.3,5.8
2025-01-03 17:00:00,7.09,277.0,249.2,2.8,1,0.07,1.5
2025-01-03 18:00:00,4.36,0.0,243.7,4.0,1,0.02,4.3
2025-01-03 19:00:00,8.44,697.29,249.6,3.7,1,-0.47,0.3
2025-01-03 20:00:00,9.9,1204.71,249.2,1.9,1,0.16,-6.8
2025-01-03 21:00:00,8.14,678.92,238.2,5.7,1,-0.02,-0.3
2025-01-03 22:00:00,3.97,0.0,234.9,4.3,1,-0.23,11.3
2025-01-03 23:00:00,6.07,163.76,233.0,4.1,1,-0.02,4.9
2025-01-04 00:00:00,4.93,0.0,236.9,2.1,1,0.67,7.7
2025-01-04 01:00:00,5.96,0.0,264.1,1.0,1,0.61,10.8
2025-01-04 02:00:00,10.98,2145.28,265.2,-1.9,1,-0.29,-2.5
2025-01-04 03:00:00,8.13,563.2,262.5,1.2,1,-1.24,-7.9
2025-01-04 04:00:00,11.74,2799.11,217.3,-2.0,1,0.25,1.6
2025-01-04 05:00:00,1.9,0.0,262.1,-5.3,1,-0.23,-4.4
2025-01-04 06:00:00,1.82,9.49,268.4,-3.1,1,-0.14,4.5
2025-01-04 07:00:00,6.6,156.11,235.0,-3.1,1,0.32,11.0
2025-01-04 08:00:00,15.32,3060.0,239.0,-4.2,1,6.79,-0.4
2025-01-04 09:00:00,5.04,12.83,290.9,-7.4,1,0.34,-1.4
2025-01-04 10:00:00,12.87,2969.8,223.3,-0.6,1,2.07,7.9
2025-01-04 11:00:00,9.13,873.34,243.7,-4.6,1,0.02,4.7
2025-01-04 12:00:00,7.56,391.2,245.2,-5.0,1,0.45,-0.9
2025-01-04 13:00:00,8.35,630.19,230.4,-3.4,1,0.79,6.1
2025-01-04 14:00:00,10.06,1381.51,230.1,-0.9,1,-0.2,7.6
2025-01-04 15:00:00,8.12,557.46,248.3,3.0,1,-0.47,0.5
2025-01-04 16:00:00,10.1,1397.23,261.8,4.8,1,0.28,1.9
2025-01-04 17:00:00,12.49,2884.17,260.4,5.3,1,1.08,11.4
2025-01-04 18:00:00,9.03,1042.44,242.6,7.8,1,0.11,-3.7
2025-01-04 19:00:00,1.33,0.0,257.8,5.2,1,0.33,2.8
2025-01-04 20:00:00,6.12,131.53,262.7,4.1,1,0.62,1.0
2025-01-04 21:00:00,7.43,460.6,223.5,5.1,1,0.99,-5.2
2025-01-04 22:00:00,3.08,0.0,239.2,1.2,1,-0.52,-0.3
2025-01-04 23:00:00,7.97,562.21,251.3,0.4,1,0.07,-5.1
2025-01-05 00:00:00,5.87,45.03,215.8,2.1,1,-0.39,0.7
2025-01-05 01:00:00,7.0,338.81,259.4,-0.3,1,0.88,4.3
2025-01-05 02:00:00,1.64,0.0,225.9,0.3,1,0.63,10.0
2025-01-05 03:00:00,10.42,1590.77,258.0,2.1,1,0.71,0.4
2025-01-05 04:00:00,1.81,99.61,274.8,-1.6,1,-0.34,2.8
2025-01-05 05:00:00,1.47,42.25,275.8,-5.1,1,-0.54,-8.9
2025-01-05 06:00:00,3.55,0.0,256.2,-1.9,1,0.72,6.1
2025-01-05 07:00:00,11.59,2605.83,237.3,-5.7,1,0.52,-0.6
2025-01-05 08:00:00,2.79,0.0,243.7,-4.0,1,0.04,4.4
2025-01-05 09:00:00,10.15,1657.94,245.6,-8.4,1,0.58,8.7
2025-01-05 10:00:00,9.1,810.7,228.7,-3.9,1,-0.05,0.0
2025-01-05 11:00:00,9.05,1066.22,255.8,-4.2,1,0.79,-4.5
2025-01-05 12:00:00,3.62,0.0,260.5,-1.9,1,-0.26,-0.8
2025-01-05 13:00:00,21.43,3060.0,240.3,0.1,1,18.66,-0.6
2025-01-05 14:00:00,5.12,176.68,274.5,-0.5,1,-0.31,1.3
2025-01-05 15:00:00,6.18,159.07,215.4,-0.5,1,0.47,7.0
2025-01-05 16:00:00,11.81,2827.94,255.7,1.8,1,1.2,3.2
2025-01-05 17:00:00,8.39,666.35,259.2,1.1,1,-0.76,4.4
2025-01-05 18:00:00,2.79,0.0,247.2,4.3,1,0.37,0.1
2025-01-05 19:00:00,2.1,31.02,238.5,4.9,1,-0.82,1.8
2025-01-05 20:00:00,4.25,0.0,222.1,3.1,1,-0.37,9.4
2025-01-05 21:00:00,9.14,1024.2,230.6,6.6,1,0.19,1.8
2025-01-05 22:00:00,2.8,0.0,238.5,9.1,1,0.09,3.0
2025-01-05 23:00:00,2.29,45.68,221.8,5.0,1,-0.03,0.4
2025-01-06 00:00:00,5.18,0.0,227.3,2.5,1,0.35,7.6
2025-01-06 01:00:00,1.13,156.26,232.4,1.5,1,-0.42,-5.7
2025-01-06 02:00:00,13.65,3060.0,254.6,2.1,1,3.23,0.6
2025-01-06 03:00:00,14.14,3060.0,256.9,-3.4,1,3.36,7.8
2025-01-06 04:00:00,7.34,322.68,265.7,-0.7,1,0.11,3.1
2025-01-06 05:00:00,13.77,3033.34,246.1,-2.4,1,2.74,4.4
2025-01-06 06:00:00,6.44,244.87,259.5,-0.9,1,0.07,3.5
2025-01-06 07:00:00,17.58,3030.96,250.2,-5.6,1,10.49,7.4
2025-01-06 08:00:00,2.38,171.35,247.2,-3.8,1,0.32,6.3
2025-01-06 09:00:00,5.26,60.67,211.8,-4.3,1,0.79,3.3
2025-01-06 10:00:00,12.31,2851.61,252.5,-4.4,1,0.15,4.5
2025-01-06 11:00:00,1.87,0.0,243.5,-5.7,1,0.59,8.3
2025-01-06 12:00:00,12.98,2972.69,249.0,-0.2,1,2.25,-9.3
2025-01-06 13:00:00,5.2,95.07,265.8,-5.4,1,-0.78,5.8
2025-01-06 14:00:00,7.62,400.15,248.5,-0.9,1,-0.34,5.3
2025-01-06 15:00:00,9.78,0.0,241.6,2.9,0,0.2,1.7
2025-01-06 16:00:00,4.82,0.0,259.5,0.4,0,-0.37,1.2
2025-01-06 17:00:00,13.46,0.0,243.1,-0.1,0,3.18,-0.9
2025-01-06 18:00:00,0.43,0.0,275.6,5.3,0,0.03,0.0
2025-01-06 19:00:00,1.98,0.0,244.6,2.0,1,0.85,-4.2
2025-01-06 20:00:00,5.89,40.88,254.8,1.0,1,0.66,7.8
2025-01-06 21:00:00,13.1,2893.95,231.7,2.9,1,1.79,0.3
2025-01-06 22:00:00,8.0,578.12,248.3,2.6,1,0.54,10.3
2025-01-06 23:00:00,5.17,54.85,245.0,6.2,1,-0.74,3.0
2025-01-07 00:00:00,0.93,125.65,258.4,2.0,1,0.46,-0.7
2025-01-07 01:00:00,13.69,3060.0,282.9,2.0,1,2.74,-8.1
2025-01-07 02:00:00,4.43,0.0,285.0,-2.8,1,-0.11,0.5
2025-01-07 03:00:00,7.55,465.03,264.9,2.6,1,-0.63,-0.0
2025-01-07 04:00:00,12.54,3022.76,258.4,-3.0,1,0.95,6.4
2025-01-07 05:00:00,13.02,3034.83,242.8,-2.3,1,1.99,4.1
2025-01-07 06:00:00,3.52,0.0,248.6,-3.1,1,0.54,7.1
2025-01-07 07:00:00,9.46,1010.57,265.2,-3.0,1,-0.03,-4.8
2025-01-07 08:00:00,11.45,2445.82,267.3,-3.0,1,-0.13,-5.5
2025-01-07 09:00:00,11.97,2910.08,241.5,-3.0,1,0.1,6.1
2025-01-07 10:00:00,5.46,67.57,229.6,-6.4,1,-0.53,9.8
2025-01-07 11:00:00,13.67,3060.0,240.8,-4.3,1,3.84,10.1
2025-01-07 12:00:00,9.4,981.21,260.8,2.0,1,-0.12,-0.8
2025-01-07 13:00:00,8.84,881.8,280.3,0.9,1,-0.55,-5.0
2025-01-07 14:00:00,17.65,3049.74,258.7,-0.0,1,9.85,0.8
2025-01-07 15:00:00,10.06,1530.24,275.7,-0.5,1,-0.24,-4.0
2025-01-07 16:00:00,4.97,127.46,275.0,1.1,1,0.2,4.0
2025-01-07 17:00:00,7.59,411.94,257.2,6.8,1,-0.55,3.6
2025-01-07 18:00:00,3.13,0.0,265.1,1.6,1,-0.55,-1.2
2025-01-07 19:00:00,5.82,93.0,246.0,1.3,1,0.26,2.8
2025-01-07 20:00:00,11.27,2081.71,268.3,5.0,1,-0.23,-9.0
2025-01-07 21:00:00,4.63,133.05,281.7,6.7,1,0.86,1.6
2025-01-07 22:00:00,4.48,52.01,242.3,5.7,1,-0.09,-2.4
2025-01-07 23:00:00,18.4,2933.51,250.6,6.0,1,11.87,1.1
2025-01-08 00:00:00,9.38,1189.71,252.1,-0.1,1,0.79,0.9
2025-01-08 01:00:00,12.31,3060.0,243.1,-0.6,1,1.03,-3.1
2025-01-08 02:00:00,9.63,1332.01,257.3,-1.4,1,-0.49,9.5
2025-01-08 03:00:00,8.38,648.4,244.4,-1.8,1,-0.08,4.0
2025-01-08 04:00:00,5.66,55.25,245.8,0.4,2,0.04,-0.3
2025-01-08 05:00:00,8.47,540.95,252.4,-5.5,1,0.05,2.4
2025-01-08 06:00:00,4.88,0.0,245.3,-5.2,1,0.59,2.0
2025-01-08 07:00:00,3.14,66.2,250.4,-8.7,1,-1.03,-2.8
2025-01-08 08:00:00,12.2,3060.0,243.7,-5.5,1,0.43,2.5
2025-01-08 09:00:00,6.22,132.77,246.2,-4.4,1,-0.35,1.0
2025-01-08 10:00:00,5.81,73.49,272.9,-4.7,1,0.87,-2.9
2025-01-08 11:00:00,8.73,976.33,232.1,-6.0,1,-1.36,5.6
2025-01-08 12:00:00,10.69,1876.47,269.5,-3.2,1,-0.69,-3.5
2025-01-08 13:00:00,2.56,7.54,256.2,-4.2,1,-0.4,-1.8
2025-01-08 14:00:00,5.66,0.0,250.3,0.7,1,-0.47,1.2
2025-01-08 15:00:00,11.39,2472.77,257.7,3.2,1,0.31,9.3
2025-01-08 16:00:00,15.28,2779.36,264.4,-0.7,1,5.9,2.8
2025-01-08 17:00:00,6.36,135.14,241.0,4.1,1,-0.2,4.5
2025-01-08 18:00:00,8.11,645.57,270.3,1.8,1,-0.71,-1.3
2025-01-08 19:00:00,4.98,0.0,255.6,3.5,1,0.11,8.1
2025-01-08 20:00:00,15.57,3018.07,271.4,3.9,1,7.26,5.3
2025-01-08 21:00:00,5.21,5.71,265.6,5.5,1,-0.68,-0.6
2025-01-08 22:00:00,2.91,98.08,269.3,1.3,1,0.35,6.4
2025-01-08 23:00:00,3.85,,230.6,7.7,1,0.97,5.1
2025-01-09 00:00:00,4.26,21.57,272.8,0.9,1,0.56,-1.1
2025-01-09 01:00:00,5.71,182.62,245.6,1.1,1,0.09,-0.5
2025-01-09 02:00:00,8.63,787.8,247.0,-0.6,1,0.36,-6.8
2025-01-09 03:00:00,1.29,178.85,240.7,-0.9,1,-0.54,5.6
2025-01-09 04:00:00,4.8,0.0,263.7,-3.4,1,-0.52,-4.0
2025-01-09 05:00:00,16.77,3060.0,237.2,-7.6,1,9.63,3.8
2025-01-09 06:00:00,6.59,252.28,262.3,-2.8,1,-0.34,-2.7
2025-01-09 07:00:00,8.07,636.2,255.5,-2.0,1,0.07,-6.2
2025-01-09 08:00:00,10.04,1397.17,261.7,-9.9,1,-0.24,-7.6
2025-01-09 09:00:00,2.46,0.0,230.8,-3.4,1,-0.44,-6.6
2025-01-09 10:00:00,5.22,87.44,249.6,-2.7,1,-0.1,-1.5
2025-01-09 11:00:00,6.04,116.43,267.7,-5.3,1,0.03,3.5
2025-01-09 12:00:00,5.41,34.83,229.4,-2.1,1,-0.09,-1.4
2025-01-09 13:00:00,7.8,543.75,288.5,-5.0,1,0.82,7.4
2025-01-09 14:00:00,3.35,18.87,268.9,-0.5,1,0.19,5.3
2025-01-09 15:00:00,,2652.22,255.6,-1.6,1,0.1,-2.0
2025-01-09 16:00:00,12.49,2960.05,235.2,2.9,1,1.01,3.4
2025-01-09 17:00:00,11.86,0.0,264.7,2.5,0,-0.22,2.7
2025-01-09 18:00:00,6.17,0.0,273.4,4.7,0,-0.81,3.3
2025-01-09 19:00:00,8.92,789.2,242.3,5.9,0,0.02,11.2
2025-01-09 20:00:00,6.08,194.85,269.5,5.7,0,-0.17,3.8
2025-01-09 21:00:00,10.75,1813.32,267.5,8.9,1,0.21,-3.5
2025-01-09 22:00:00,13.22,3060.0,243.9,7.7,1,2.29,7.4
2025-01-09 23:00:00,0.71,68.64,247.2,2.0,1,-0.51,3.0
2025-01-10 00:00:00,7.8,512.54,228.0,2.0,1,0.31,3.0
2025-01-10 01:00:00,5.23,114.18,236.4,3.2,1,-0.15,0.5
2025-01-10 02:00:00,12.93,2994.19,254.2,1.5,1,1.87,-1.5
2025-01-10 03:00:00,2.3,89.01,223.4,-2.0,1,-0.14,-3.9
2025-01-10 04:00:00,6.53,213.14,256.8,-3.7,1,0.32,2.0
2025-01-10 05:00:00,5.98,90.96,285.3,-4.0,1,-0.04,-2.2
2025-01-10 06:00:00,20.01,3020.16,266.3,-3.9,1,15.66,-5.4
2025-01-10 07:00:00,11.82,2726.67,242.7,-5.6,1,0.46,9.5
2025-01-10 08:00:00,3.39,174.89,266.7,-4.9,1,-0.5,4.1
2025-01-10 09:00:00,3.37,0.0,270.3,-5.1,1,-0.93,12.8
2025-01-10 10:00:00,7.68,328.84,240.6,-7.2,1,-0.15,7.3
2025-01-10 11:00:00,9.1,1018.61,290.6,0.7,1,0.4,4.6
2025-01-10 12:00:00,4.78,43.96,246.3,-4.6,1,-0.04,7.4
2025-01-10 13:00:00,5.08,101.68,257.3,0.2,1,0.03,-1.1
2025-01-10 14:00:00,6.41,296.74,231.9,-3.8,1,-0.44,0.5
2025-01-10 15:00:00,0.9,256.9,246.4,-0.1,1,0.76,13.8
2025-01-10 16:00:00,7.56,251.49,258.5,2.8,1,0.08,3.9
2025-01-10 17:00:00,5.19,150.46,240.3,3.1,1,-0.15,-0.3
2025-01-10 18:00:00,5.46,93.77,288.9,2.6,1,-0.91,8.0
2025-01-10 19:00:00,5.26,129.96,260.3,2.5,1,-0.51,7.9
2025-01-10 20:00:00,0.85,0.0,259.4,8.6,1,0.34,1.4
2025-01-10 21:00:00,4.76,16.71,242.4,6.4,1,0.59,3.3
2025-01-10 22:00:00,5.36,0.0,264.7,3.7,2,-0.25,3.8
2025-01-10 23:00:00,7.56,445.53,250.8,5.2,1,-0.26,1.8
2025-01-11 00:00:00,3.95,0.0,204.3,3.9,1,0.93,8.7
2025-01-11 01:00:00,7.93,487.27,227.4,2.9,1,-0.25,4.4
2025-01-11 02:00:00,3.95,0.0,253.4,1.6,1,0.28,7.4
2025-01-11 03:00:00,5.76,177.62,248.6,-3.9,1,-0.58,7.0
2025-01-11 04:00:00,9.03,879.33,266.2,-1.6,1,-0.97,-7.1
2025-01-11 05:00:00,7.06,126.66,260.0,-5.6,1,0.5,8.7
2025-01-11 06:00:00,4.53,15.98,252.8,-7.0,1,0.69,4.0
2025-01-11 07:00:00,7.06,280.78,235.5,-3.4,1,-0.2,-1.5
2025-01-11 08:00:00,7.02,168.35,241.6,-4.2,1,-0.03,2.2
2025-01-11 09:00:00,4.48,165.18,258.5,-2.2,1,0.1,2.6
2025-01-11 10:00:00,5.39,46.56,232.6,-3.3,1,0.35,4.4
2025-01-11 11:00:00,13.38,3043.72,262.9,-3.3,1,2.09,7.3
2025-01-11 12:00:00,3.53,24.57,267.5,-7.0,1,0.27,12.3
2025-01-11 13:00:00,2.16,0.0,265.1,-0.7,1,-0.53,4.4
2025-01-11 14:00:00,8.34,766.32,226.0,0.4,1,0.41,4.5
2025-01-11 15:00:00,5.35,252.46,231.0,3.2,1,-0.57,1.1
2025-01-11 16:00:00,2.03,21.93,266.3,3.2,1,-0.15,5.2
2025-01-11 17:00:00,4.01,69.62,231.5,4.4,1,-0.21,3.2
2025-01-11 18:00:00,5.48,36.79,264.3,4.7,1,0.38,17.6
2025-01-11 19:00:00,3.21,81.04,248.6,4.4,1,0.31,0.7
2025-01-11 20:00:00,1.94,0.0,227.6,3.2,1,0.21,8.3
2025-01-11 21:00:00,2.86,140.1,242.9,3.9,1,0.55,19.9
2025-01-11 22:00:00,9.37,981.02,244.8,6.1,1,0.58,-9.0
2025-01-11 23:00:00,1.45,0.0,250.9,0.1,1,-0.66,4.2
2025-01-12 00:00:00,3.65,81.02,241.5,2.5,1,-0.13,9.7
2025-01-12 01:00:00,1.57,68.84,248.2,-1.0,1,0.2,3.3
2025-01-12 02:00:00,6.08,161.19,247.2,-0.9,1,0.46,14.7
2025-01-12 03:00:00,,219.77,263.9,1.6,1,0.23,3.2
2025-01-12 04:00:00,4.71,0.0,256.6,-4.6,1,0.59,2.6
2025-01-12 05:00:00,10.06,1332.79,238.5,-6.1,1,-0.05,-3.1
2025-01-12 06:00:00,6.85,318.12,247.3,-3.2,1,0.39,1.6
2025-01-12 07:00:00,6.87,53.59,242.2,-3.0,1,0.09,11.3
2025-01-12 08:00:00,1.72,0.0,255.5,-5.8,1,0.32,13.4
2025-01-12 09:00:00,13.22,3000.37,218.8,-6.7,1,2.76,1.9
2025-01-12 10:00:00,7.95,498.57,229.4,-5.5,1,0.11,0.9
2025-01-12 11:00:00,5.46,234.08,235.0,-0.8,1,-1.0,6.6
2025-01-12 12:00:00,8.33,582.23,238.4,-2.9,2,-0.27,6.4
2025-01-12 13:00:00,1.34,0.0,260.0,-3.6,0,0.03,6.5
2025-01-12 14:00:00,3.21,0.0,246.6,0.3,0,0.7,11.5
2025-01-12 15:00:00,5.61,0.0,222.2,1.5,0,0.72,4.2
2025-01-12 16:00:00,5.42,48.59,253.9,-0.7,1,-0.04,-0.7
2025-01-12 17:00:00,3.82,58.31,236.4,6.8,1,0.26,11.4
2025-01-12 18:00:00,2.66,0.0,232.7,2.4,1,0.42,-4.1
2025-01-12 19:00:00,7.77,408.5,251.2,4.6,1,0.16,-0.1
2025-01-12 20:00:00,8.98,929.31,237.4,2.6,1,-0.03,2.3
2025-01-12 21:00:00,4.47,0.0,252.3,6.8,1,-0.82,5.7
2025-01-12 22:00:00,6.86,299.34,248.1,5.5,1,-0.29,9.6
2025-01-12 23:00:00,18.53,3060.0,222.4,5.2,1,13.13,7.9
2025-01-13 00:00:00,11.58,2591.49,232.3,3.8,1,0.04,15.0
2025-01-13 01:00:00,9.41,1050.14,216.6,1.4,1,-0.45,10.3
2025-01-13 02:00:00,1.03,65.59,251.1,-0.3,1,-0.11,10.1
2025-01-13 03:00:00,2.69,13.18,242.4,-3.5,1,0.34,-1.0
2025-01-13 04:00:00,19.86,2807.17,219.7,-2.3,1,14.71,5.4
2025-01-13 05:00:00,7.88,463.45,238.5,-1.8,1,-0.3,6.1
2025-01-13 06:00:00,5.44,186.78,236.2,-1.8,1,-0.91,0.5
2025-01-13 07:00:00,3.58,0.0,248.8,-3.5,1,0.1,-5.0
2025-01-13 08:00:00,6.58,366.96,233.8,-4.6,1,0.3,-3.7
2025-01-13 09:00:00,15.18,2898.74,253.9,-1.0,1,6.76,1.8
2025-01-13 10:00:00,17.91,2925.58,242.2,-2.2,1,10.33,-3.5
2025-01-13 11:00:00,12.83,3060.0,236.0,-6.7,1,2.07,5.5
2025-01-13 12:00:00,5.81,41.81,268.9,-5.2,1,-0.03,-5.3
2025-01-13 13:00:00,6.18,263.82,217.3,1.9,1,0.16,6.8
2025-01-13 14:00:00,12.86,0.0,235.5,1.8,0,1.97,4.2
2025-01-13 15:00:00,5.31,0.0,236.9,3.6,0,-0.7,5.2
2025-01-13 16:00:00,7.6,0.0,237.6,0.1,0,-0.39,13.1
2025-01-13 17:00:00,7.14,0.0,218.7,2.6,1,0.5,4.6
2025-01-13 18:00:00,11.83,2772.69,251.8,5.2,1,0.75,-2.7
2025-01-13 19:00:00,4.72,129.26,253.2,4.1,1,0.18,1.7
2025-01-13 20:00:00,5.58,109.84,241.5,6.9,1,-1.46,6.3
2025-01-13 21:00:00,,2924.24,218.7,10.2,1,0.35,5.1
2025-01-13 22:00:00,4.71,0.0,225.8,1.3,1,0.39,9.1
2025-01-13 23:00:00,1.93,14.4,235.5,3.6,1,0.22,8.2
2025-01-14 00:00:00,6.67,166.43,234.3,1.7,1,-0.01,-6.3
2025-01-14 01:00:00,11.22,2318.8,230.9,2.0,1,0.92,4.2
2025-01-14 02:00:00,3.36,103.6,220.3,0.3,1,-0.24,0.5
2025-01-14 03:00:00,4.62,77.11,221.5,-3.2,1,0.1,-0.7
2025-01-14 04:00:00,9.76,1197.29,241.3,-3.9,1,-0.35,0.8
2025-01-14 05:00:00,6.89,186.98,231.9,-5.4,1,0.68,3.2
2025-01-14 06:00:00,2.33,96.11,262.4,-4.3,1,0.79,1.2
2025-01-14 07:00:00,9.61,1287.53,214.1,-4.0,1,-0.1,8.6
2025-01-14 08:00:00,1.5,11.26,234.4,-0.9,1,-0.19,8.7
2025-01-14 09:00:00,2.28,151.33,240.7,-5.7,1,-0.3,-0.7
2025-01-14 10:00:00,10.14,1423.92,235.1,-3.6,1,-0.39,7.7
2025-01-14 11:00:00,9.12,919.78,219.2,-3.3,1,-0.12,1.6
2025-01-14 12:00:00,4.55,105.51,211.1,-2.7,1,0.16,0.1
2025-01-14 13:00:00,6.46,112.05,226.2,-0.3,1,-0.07,8.4
2025-01-14 14:00:00,6.06,85.49,265.3,-0.8,1,-1.23,3.5
2025-01-14 15:00:00,14.77,3060.0,258.3,6.3,1,5.6,4.9
2025-01-14 16:00:00,8.98,845.26,234.6,2.2,1,-0.68,-2.0
2025-01-14 17:00:00,2.79,,250.1,5.9,1,-0.62,5.8
2025-01-14 18:00:00,2.85,43.47,226.4,7.8,1,-0.19,-6.4
2025-01-14 19:00:00,7.57,400.7,233.8,2.2,1,0.44,0.7
2025-01-14 20:00:00,9.64,1255.02,235.6,4.9,1,0.04,0.8
2025-01-14 21:00:00,1.47,83.43,258.5,6.2,1,-0.21,6.9
2025-01-14 22:00:00,7.46,562.58,228.6,5.6,1,-0.33,0.9
2025-01-14 23:00:00,2.62,0.0,247.9,1.7,1,0.57,3.1
2025-01-15 00:00:00,4.61,261.27,247.6,-0.2,1,0.25,4.4
2025-01-15 01:00:00,8.33,672.42,256.7,1.8,1,0.11,8.1
2025-01-15 02:00:00,6.62,157.12,204.6,-2.9,1,0.33,-2.4
2025-01-15 03:00:00,4.77,0.0,247.9,-1.5,1,-0.45,1.2
2025-01-15 04:00:00,6.96,407.7,215.2,-4.5,1,-0.45,-2.1
2025-01-15 05:00:00,1.13,0.0,239.6,-5.1,1,0.74,7.6
2025-01-15 06:00:00,8.53,723.63,229.2,-6.7,1,0.01,4.8
