timestamp,wind_speed,power,wind_direction,ambient_temperature,turbine_status,pitch_angle,relative_wind_direction
2025-01-05 12:00:00,10.7,1281.44,239.4,-2.7,1,-0.07,-2.9
2025-01-05 13:00:00,3.92,0.0,221.7,-0.0,1,0.08,-3.6
2025-01-05 14:00:00,2.76,0.0,258.1,0.6,1,0.79,1.7
2025-01-05 15:00:00,15.09,2040.0,238.8,4.4,1,5.65,3.2
2025-01-05 16:00:00,3.67,0.0,214.3,2.6,1,-0.44,-5.4
2025-01-05 17:00:00,3.86,0.0,219.0,5.6,1,0.58,-3.2
2025-01-05 18:00:00,19.42,2040.0,229.9,2.7,1,14.59,12.1
2025-01-05 19:00:00,7.8,251.78,219.1,4.7,1,-0.45,5.9
2025-01-05 20:00:00,6.51,126.46,233.0,6.9,1,-0.57,0.7
2025-01-05 21:00:00,4.86,31.18,223.9,3.8,1,-0.26,1.5
2025-01-05 22:00:00,7.02,166.26,261.3,3.8,2,0.47,-2.4
2025-01-05 23:00:00,4.3,0.0,227.7,2.6,1,0.25,-4.4
2025-01-06 00:00:00,8.22,359.88,227.8,2.0,1,-0.31,2.5
2025-01-06 01:00:00,3.01,0.0,245.1,2.7,1,-0.48,13.3
2025-01-06 02:00:00,4.92,17.95,251.0,2.9,1,1.0,-0.3
2025-01-06 03:00:00,11.22,1480.6,247.3,-3.6,1,-0.03,-0.5
2025-01-06 04:00:00,6.31,156.34,228.4,-3.2,1,0.37,3.9
2025-01-06 05:00:00,0.99,0.0,217.6,-8.3,1,0.12,1.2
2025-01-06 06:00:00,13.04,1985.32,223.7,-2.1,1,1.65,1.9
2025-01-06 07:00:00,11.12,1606.95,260.3,-4.4,1,0.11,1.0
2025-01-06 08:00:00,12.09,1928.74,252.6,-6.4,1,0.53,-1.3
2025-01-06 09:00:00,6.74,158.05,235.3,-2.0,1,-0.06,-4.3
2025-01-06 10:00:00,6.86,107.72,228.9,-4.0,1,0.01,-1.0
2025-01-06 11:00:00,8.48,309.98,246.5,-3.4,1,0.18,5.4
2025-01-06 12:00:00,8.57,569.39,222.9,-3.9,1,0.74,-1.6
2025-01-06 13:00:00,8.2,402.08,257.5,-0.7,1,-0.09,1.7
2025-01-06 14:00:00,6.0,31.24,249.5,-2.8,1,0.63,-0.3
2025-01-06 15:00:00,8.52,482.08,244.5,-0.8,1,-0.57,3.2
2025-01-06 16:00:00,9.77,856.38,221.3,-0.3,1,-0.12,1.7
2025-01-06 17:00:00,6.66,163.28,230.5,2.0,1,0.45,5.6
2025-01-06 18:00:00,7.99,359.1,218.6,7.8,1,0.59,1.8
2025-01-06 19:00:00,4.91,144.96,247.8,4.0,1,0.46,6.1
2025-01-06 20:00:00,10.91,1349.28,239.8,0.3,1,-0.2,10.8
2025-01-06 21:00:00,7.65,275.09,239.2,5.1,1,-0.57,7.6
2025-01-06 22:00:00,10.35,1045.71,224.0,6.9,1,-0.57,-0.9
2025-01-06 23:00:00,3.56,39.56,224.2,5.0,1,0.1,1.8
2025-01-07 00:00:00,4.88,0.0,202.5,0.6,1,-0.21,2.2
2025-01-07 01:00:00,8.01,307.25,233.2,-1.2,1,-0.22,1.2
2025-01-07 02:00:00,9.1,533.72,245.2,1.8,1,0.13,3.8
2025-01-07 03:00:00,6.96,89.45,214.7,-5.4,1,-0.98,0.3
2025-01-07 04:00:00,2.98,0.0,252.3,-2.9,1,0.49,1.3
2025-01-07 05:00:00,6.16,,230.5,-6.2,1,0.12,-3.2
2025-01-07 06:00:00,13.34,1989.54,230.4,-1.9,1,2.64,0.3
2025-01-07 07:00:00,10.38,1111.66,265.1,-0.0,1,-0.28,-2.3
2025-01-07 08:00:00,5.11,132.5,242.3,-7.1,1,-0.55,5.3
2025-01-07 09:00:00,2.38,0.0,245.3,-4.3,1,0.59,0.6
2025-01-07 10:00:00,9.74,839.09,220.8,-0.7,1,-0.12,8.3
2025-01-07 11:00:00,9.45,722.13,219.1,-2.9,1,0.64,10.5
2025-01-07 12:00:00,10.25,977.97,237.4,-3.9,1,0.15,4.7
2025-01-07 13:00:00,12.03,2040.0,238.7,-0.4,1,0.49,3.0
2025-01-07 14:00:00,6.22,107.03,197.8,1.9,1,-0.12,6.5
2025-01-07 15:00:00,6.88,139.62,244.2,-0.2,1,-0.36,12.5
2025-01-07 16:00:00,3.3,26.89,221.3,3.4,1,0.26,10.1
2025-01-07 17:00:00,14.46,1992.31,237.9,4.8,1,4.47,-0.2
2025-01-07 18:00:00,5.69,0.0,240.6,3.6,1,0.24,6.2
2025-01-07 19:00:00,14.54,1841.03,237.6,3.7,1,5.26,-4.7
2025-01-07 20:00:00,5.16,56.84,252.7,5.7,1,0.02,2.5
2025-01-07 21:00:00,3.24,0.0,232.5,2.9,2,-0.79,-0.5
2025-01-07 22:00:00,,21.42,239.7,5.0,1,-0.19,-6.0
2025-01-07 23:00:00,8.31,419.42,250.6,2.3,1,1.05,2.1
2025-01-08 00:00:00,15.57,2025.19,246.3,3.1,1,6.73,-1.1
2025-01-08 01:00:00,7.06,74.21,246.6,4.0,1,-0.31,0.2
2025-01-08 02:00:00,10.27,1112.02,239.8,-0.7,1,0.46,3.1
2025-01-08 03:00:00,1.78,,230.6,-0.8,1,0.59,-0.7
2025-01-08 04:00:00,7.62,252.24,218.6,-2.4,1,0.81,3.1
2025-01-08 05:00:00,12.87,1995.11,262.1,-2.7,1,1.46,3.7
2025-01-08 06:00:00,1.45,0.0,229.8,-4.9,1,-0.57,-5.7
2025-01-08 07:00:00,1.15,0.0,241.7,-6.2,1,0.4,-2.4
2025-01-08 08:00:00,4.48,2.07,240.2,-4.3,1,-0.39,-1.2
2025-01-08 09:00:00,2.8,0.0,231.7,-6.4,1,0.19,-7.4
2025-01-08 10:00:00,8.35,338.93,193.7,-1.0,1,0.3,-2.5
2025-01-08 11:00:00,9.99,874.38,235.9,-7.7,1,0.16,-2.6
2025-01-08 12:00:00,8.15,338.57,237.9,-4.6,1,0.4,6.1
2025-01-08 13:00:00,5.94,43.25,234.4,-1.0,1,-0.39,7.0
2025-01-08 14:00:00,8.73,415.57,233.8,0.7,1,0.27,2.2
2025-01-08 15:00:00,3.62,1.29,206.6,0.3,1,0.31,2.7
2025-01-08 16:00:00,11.68,1885.41,225.9,-0.4,1,-0.03,1.7
2025-01-08 17:00:00,12.7,1868.86,264.9,4.1,1,0.81,2.0
2025-01-08 18:00:00,5.87,0.0,239.4,8.1,1,-1.15,-4.8
2025-01-08 19:00:00,8.55,475.98,247.2,5.7,1,0.66,0.2
2025-01-08 20:00:00,4.56,0.0,218.3,5.4,1,0.31,-7.2
2025-01-08 21:00:00,4.11,0.0,249.4,3.4,1,0.58,8.9
2025-01-08 22:00:00,7.25,204.97,251.8,1.7,1,-1.1,5.0
2025-01-08 23:00:00,10.67,1225.0,234.5,2.4,1,0.67,3.6
2025-01-09 00:00:00,8.7,467.27,252.8,1.4,1,0.06,1.8
2025-01-09 01:00:00,8.94,603.65,237.2,0.4,1,-0.47,1.1
2025-01-09 02:00:00,3.06,58.99,230.9,-3.0,1,0.05,0.6
2025-01-09 03:00:00,4.19,35.15,214.6,-2.1,1,-0.41,-2.3
2025-01-09 04:00:00,11.62,1661.97,225.4,-1.5,2,-0.19,-3.5
2025-01-09 05:00:00,6.29,32.75,236.4,-1.0,1,-0.39,7.1
2025-01-09 06:00:00,9.43,640.11,243.6,-5.5,1,0.79,5.6
2025-01-09 07:00:00,10.74,1352.73,243.9,-1.5,1,0.07,-4.1
2025-01-09 08:00:00,9.0,576.92,204.8,-6.9,1,-0.33,2.0
2025-01-09 09:00:00,2.71,36.73,237.4,-5.4,1,-0.03,8.5
2025-01-09 10:00:00,5.96,68.06,251.3,-2.9,1,0.15,-0.2
2025-01-09 11:00:00,14.05,1980.08,217.1,-2.1,1,4.18,-1.2
2025-01-09 12:00:00,8.43,364.69,251.6,0.9,1,-0.44,7.4
2025-01-09 13:00:00,5.27,68.7,276.5,-3.5,1,-0.15,-0.0
2025-01-09 14:00:00,3.66,92.18,242.9,3.0,1,0.03,7.8
2025-01-09 15:00:00,11.16,1448.84,243.3,-2.2,1,0.23,-0.9
2025-01-09 16:00:00,5.18,0.0,258.5,3.0,1,-0.51,3.8
2025-01-09 17:00:00,16.54,1979.33,256.4,2.9,1,8.09,7.8
2025-01-09 18:00:00,7.57,251.63,229.2,4.8,1,-0.78,7.5
2025-01-09 19:00:00,4.45,0.0,234.4,3.5,1,-1.4,-1.7
2025-01-09 20:00:00,10.03,922.51,268.8,3.6,1,-0.23,-1.1
2025-01-09 21:00:00,2.5,65.9,204.0,5.7,1,-0.46,-0.5
2025-01-09 22:00:00,5.24,57.48,268.5,2.3,1,0.55,-2.8
2025-01-09 23:00:00,6.64,157.87,213.6,5.2,1,-0.08,-3.5
2025-01-10 00:00:00,2.86,65.34,243.9,4.9,1,-0.43,8.8
2025-01-10 01:00:00,3.77,0.0,233.9,-0.1,0,0.92,2.9
2025-01-10 02:00:00,10.02,0.0,268.5,3.1,0,0.87,5.8
2025-01-10 03:00:00,7.54,0.0,261.3,-2.0,0,-0.56,1.1
2025-01-10 04:00:00,2.78,0.0,234.1,-4.9,1,0.16,-4.0
2025-01-10 05:00:00,4.34,4.11,262.4,-2.5,1,1.02,-3.5
2025-01-10 06:00:00,3.8,0.0,255.5,-3.4,1,-0.13,4.3
2025-01-10 07:00:00,1.78,1.64,244.5,-6.6,1,-0.53,-3.4
2025-01-10 08:00:00,8.8,671.69,233.7,-3.1,1,-0.27,4.1
2025-01-10 09:00:00,3.28,0.0,252.2,-7.9,1,-0.02,-2.2
2025-01-10 10:00:00,6.97,124.67,238.0,-5.3,1,0.99,-2.8
2025-01-10 11:00:00,7.45,294.88,261.4,-4.2,1,-0.31,4.9
2025-01-10 12:00:00,8.24,438.87,246.9,-2.8,1,-0.13,3.5
2025-01-10 13:00:00,6.92,127.38,233.5,3.7,1,-0.28,8.1
2025-01-10 14:00:00,24.22,1883.92,259.8,0.4,1,22.63,0.6
2025-01-10 15:00:00,4.91,35.28,228.2,0.3,1,1.1,-6.7
2025-01-10 16:00:00,9.1,647.25,233.0,2.7,1,0.08,0.5
2025-01-10 17:00:00,3.25,42.53,241.6,-2.0,1,-0.43,-1.1
2025-01-10 18:00:00,7.78,326.11,256.3,3.7,1,0.34,-2.2
2025-01-10 19:00:00,6.14,176.18,224.9,6.0,1,0.17,3.4
2025-01-10 20:00:00,5.33,148.71,248.9,4.4,1,-0.45,4.8
2025-01-10 21:00:00,3.8,0.0,210.3,6.4,1,-0.47,5.1
2025-01-10 22:00:00,1.86,66.29,227.0,5.0,1,0.98,-3.3
2025-01-10 23:00:00,0.89,0.0,244.6,4.8,1,1.27,0.7
2025-01-11 00:00:00,6.8,184.43,255.4,4.5,1,-0.2,5.4
2025-01-11 01:00:00,7.09,150.11,276.8,1.2,1,-0.33,1.5
2025-01-11 02:00:00,6.5,54.22,236.0,2.4,1,-0.34,-2.3
2025-01-11 03:00:00,8.04,395.23,251.2,-0.7,1,-0.01,2.4
2025-01-11 04:00:00,18.36,2021.09,247.2,-4.6,1,12.63,-2.6
2025-01-11 05:00:00,3.18,31.75,228.9,-1.8,1,-1.17,1.4
2025-01-11 06:00:00,4.0,64.41,233.9,-4.2,1,-0.39,8.7
2025-01-11 07:00:00,3.37,124.49,248.8,-3.9,1,-0.39,3.1
2025-01-11 08:00:00,4.03,2.63,228.4,-2.8,1,-0.69,-2.2
2025-01-11 09:00:00,2.22,45.32,253.5,-5.8,1,-0.39,-2.4
2025-01-11 10:00:00,16.86,1945.54,248.9,-9.5,1,8.91,6.4
2025-01-11 11:00:00,7.28,160.29,267.9,-6.7,1,-0.28,-7.4
2025-01-11 12:00:00,9.88,951.49,242.8,0.2,1,0.65,3.5
2025-01-11 13:00:00,8.32,464.83,235.4,-3.4,1,0.06,-3.6
2025-01-11 14:00:00,2.23,61.43,274.7,2.4,1,-0.29,4.2
2025-01-11 15:00:00,4.9,83.28,257.3,4.9,1,-0.03,2.4
2025-01-11 16:00:00,1.64,89.81,242.9,-1.0,1,-0.31,0.2
2025-01-11 17:00:00,1.27,19.41,240.0,2.9,1,-0.59,-5.3
2025-01-11 18:00:00,0.55,0.0,233.0,2.0,1,-0.35,-5.2
2025-01-11 19:00:00,14.27,1933.14,243.8,0.2,1,4.75,-2.6
2025-01-11 20:00:00,10.12,993.5,258.1,2.4,1,0.54,3.8
2025-01-11 21:00:00,8.11,298.28,236.1,4.4,1,0.82,3.2
2025-01-11 22:00:00,7.49,196.78,237.8,3.8,1,0.01,-1.2
2025-01-11 23:00:00,12.0,1876.61,209.5,3.1,1,-0.33,-8.1
2025-01-12 00:00:00,7.63,357.24,228.0,3.8,1,-0.05,3.7
2025-01-12 01:00:00,13.69,1916.74,236.8,4.9,1,3.48,-15.1
2025-01-12 02:00:00,6.51,40.38,238.3,1.0,1,0.69,3.9
2025-01-12 03:00:00,1.82,0.0,237.9,2.4,1,-0.51,-0.1
2025-01-12 04:00:00,5.9,85.47,234.2,-4.2,1,-0.5,-1.9
2025-01-12 05:00:00,6.12,2.89,227.7,-6.0,1,-0.08,1.8
2025-01-12 06:00:00,3.71,0.0,264.8,-6.5,1,-0.18,-2.4
2025-01-12 07:00:00,9.58,647.26,224.7,-5.3,1,-0.12,15.8
2025-01-12 08:00:00,3.33,43.91,231.4,-5.1,1,-0.42,-6.4
2025-01-12 09:00:00,7.66,339.81,234.7,-3.9,1,0.35,-9.2
2025-01-12 10:00:00,8.22,355.92,247.7,-0.9,1,-0.86,-4.0
2025-01-12 11:00:00,4.02,0.0,232.9,-4.6,2,0.28,1.1
2025-01-12 12:00:00,4.75,27.93,242.9,-2.2,1,-0.4,2.2
2025-01-12 13:00:00,12.13,2040.0,246.0,-2.5,1,-0.34,9.3
2025-01-12 14:00:00,18.23,2040.0,233.2,-1.4,1,11.8,4.0
2025-01-12 15:00:00,5.89,18.09,235.9,-1.5,1,-0.46,-5.8
2025-01-12 16:00:00,5.72,0.0,259.5,4.3,1,-0.16,-2.7
2025-01-12 17:00:00,6.69,233.78,223.4,2.8,1,0.09,1.7
2025-01-12 18:00:00,2.72,56.71,243.2,5.0,1,-0.28,-7.2
2025-01-12 19:00:00,8.13,426.31,214.2,4.2,1,0.99,-2.9
2025-01-12 20:00:00,5.32,55.87,201.6,7.2,1,0.37,-2.5
2025-01-12 21:00:00,4.1,0.0,246.2,4.3,1,0.18,6.3
2025-01-12 22:00:00,11.02,1336.0,247.7,6.9,1,-0.76,-0.7
2025-01-12 23:00:00,6.2,108.3,217.9,3.9,1,0.37,2.0
2025-01-13 00:00:00,4.5,44.93,235.9,5.0,1,-0.45,1.1
2025-01-13 01:00:00,6.72,62.9,241.6,-1.0,1,0.08,3.0
2025-01-13 02:00:00,5.71,0.0,240.3,1.4,1,-0.02,0.6
2025-01-13 03:00:00,11.36,1554.33,280.2,-0.0,1,-0.34,1.9
2025-01-13 04:00:00,12.46,2040.0,225.8,-4.2,1,1.1,1.4
2025-01-13 05:00:00,4.03,0.0,236.3,-2.1,1,-0.04,-8.3
2025-01-13 06:00:00,3.55,0.0,241.3,-3.2,0,-0.08,-3.6
2025-01-13 07:00:00,13.27,0.0,234.5,-6.0,0,1.21,2.3
2025-01-13 08:00:00,12.63,1942.3,227.2,-4.1,0,1.69,-2.9
2025-01-13 09:00:00,6.01,170.51,237.3,-4.1,0,-0.42,2.6
2025-01-13 10:00:00,1.75,0.0,240.7,-4.4,0,-0.09,3.9
2025-01-13 11:00:00,3.49,0.0,228.5,-1.6,1,-0.22,-9.5
2025-01-13 12:00:00,7.38,187.59,259.9,-1.7,1,0.42,-2.7
2025-01-13 13:00:00,5.37,60.22,238.9,-2.0,1,0.59,-2.2
2025-01-13 14:00:00,7.95,251.53,241.0,2.6,1,-0.8,3.6
2025-01-13 15:00:00,9.81,872.16,225.9,-2.1,1,-0.47,3.5
2025-01-13 16:00:00,11.73,1868.58,255.6,1.9,1,-0.19,-11.0
2025-01-13 17:00:00,1.43,0.0,258.9,5.1,1,0.23,1.4
2025-01-13 18:00:00,10.17,954.93,259.7,6.0,1,0.68,4.2
2025-01-13 19:00:00,8.26,469.95,241.6,3.4,1,0.17,5.9
2025-01-13 20:00:00,7.94,437.27,251.0,0.6,1,0.18,-0.3
2025-01-13 21:00:00,9.51,809.55,240.1,7.5,1,-0.06,-5.8
2025-01-13 22:00:00,3.11,2.92,241.0,3.2,1,0.28,7.3
2025-01-13 23:00:00,15.5,2029.29,248.6,3.5,2,6.61,-0.3
2025-01-14 00:00:00,5.21,66.49,231.9,1.6,1,-0.4,7.9
2025-01-14 01:00:00,12.27,2036.81,255.5,1.1,1,1.14,-7.8
2025-01-14 02:00:00,5.07,0.0,209.1,0.3,1,-0.03,1.0
2025-01-14 03:00:00,9.05,655.37,233.8,-0.2,1,-0.2,0.1
2025-01-14 04:00:00,2.71,0.0,251.5,-2.2,1,0.23,2.0
2025-01-14 05:00:00,10.39,1021.03,247.8,-2.4,1,-0.09,-7.5
2025-01-14 06:00:00,3.69,57.76,239.8,-6.3,1,0.17,10.0
2025-01-14 07:00:00,5.26,51.57,275.2,-3.0,1,-0.22,-2.3
2025-01-14 08:00:00,7.72,310.26,246.9,-4.9,1,-0.1,0.6
2025-01-14 09:00:00,14.96,1995.71,251.8,-9.2,1,5.31,-5.4
2025-01-14 10:00:00,7.49,216.52,235.6,-4.0,1,-0.36,-2.1
2025-01-14 11:00:00,11.26,1593.96,248.8,-2.6,1,0.44,-0.9
2025-01-14 12:00:00,9.44,781.51,230.7,-4.2,1,0.57,1.7
2025-01-14 13:00:00,6.9,155.52,245.8,-5.6,1,0.23,6.9
2025-01-14 14:00:00,4.53,1.08,261.5,1.9,1,-0.4,-4.0
2025-01-14 15:00:00,10.95,1334.08,256.1,1.8,1,-0.6,1.9
2025-01-14 16:00:00,4.03,74.8,242.2,5.5,1,0.01,-0.9
2025-01-14 17:00:00,11.89,1909.4,238.3,2.5,1,0.13,-0.3
2025-01-14 18:00:00,3.74,0.0,245.9,2.5,1,0.74,-4.5
2025-01-14 19:00:00,7.08,116.37,259.8,7.3,1,0.45,-1.0
2025-01-14 20:00:00,9.03,702.02,240.2,2.9,1,-0.16,4.0
2025-01-14 21:00:00,4.9,67.73,249.5,6.3,1,-1.09,3.0
2025-01-14 22:00:00,3.35,0.0,236.1,7.2,1,-0.2,2.1
2025-01-14 23:00:00,8.09,470.83,243.3,3.9,1,-0.37,-3.0
2025-01-15 00:00:00,4.27,0.0,242.5,5.3,1,-0.25,-9.2
2025-01-15 01:00:00,10.75,1273.83,241.8,2.0,1,0.25,2.4
2025-01-15 02:00:00,1.19,0.0,259.4,-2.8,1,-0.52,0.7
2025-01-15 03:00:00,4.87,0.0,271.1,3.5,1,-0.1,-0.7
2025-01-15 04:00:00,1.85,25.42,251.1,-3.9,1,0.38,3.2
2025-01-15 05:00:00,7.46,138.39,215.0,-7.2,1,0.71,13.2
